Durusdinium15234	K08805
Durusdinium95109	K01537
Durusdinium215	K10956
Durusdinium5475	K02183
Durusdinium18571	K01769
Durusdinium1119	K10903
Durusdinium23565	K14990
Durusdinium61847	K08582
Durusdinium8258	K25192
Durusdinium18356	K06183
Durusdinium7935	K03437
Durusdinium26090	K04905
Durusdinium106853	K11204
Durusdinium23941	K10380
Durusdinium102297	K00223
Durusdinium86528	K20359
Durusdinium92293	K15013
Durusdinium61985	K10380
Durusdinium8782	K24392
Durusdinium40534	K01066
Durusdinium109322	K20367
Durusdinium48609	K05658
Durusdinium23575	K24512
Durusdinium95785	K10592
Durusdinium12911	K09935
Durusdinium1496	K12823
Durusdinium8744	K03455
Durusdinium108730	K09494
Durusdinium68617	K00873
Durusdinium72401	K18533
Durusdinium74130	K12483
Durusdinium23882	K19199
Durusdinium531	K07374
Durusdinium60160	K13612
Durusdinium107834	K04718
Durusdinium72278	K22833
Durusdinium6270	K00898
Durusdinium40060	K00771
Durusdinium102908	K12392
Durusdinium15258	K01687
Durusdinium2178	K15032
Durusdinium12162	K03654
Durusdinium2688	K03654
Durusdinium5191	K06269
Durusdinium2526	K20242
Durusdinium116161	K01783
Durusdinium50563	K00135
Durusdinium17436	K13109
Durusdinium16688	K02149
Durusdinium71468	K13412
Durusdinium109012	K10357
Durusdinium73253	K14803
Durusdinium53179	K22074
Durusdinium52079	K02449
Durusdinium6465	K13984
Durusdinium36456	K02371
Durusdinium13080	K13412
Durusdinium44333	K15449
Durusdinium73788	K20889
Durusdinium30353	K10950
Durusdinium106740	K23500
Durusdinium18464	K04421
Durusdinium74146	K15283
Durusdinium7442	K03145
Durusdinium14725	K11886
Durusdinium8317	K12011
Durusdinium61644	K22733
Durusdinium19993	K19760
Durusdinium12812	K10419
Durusdinium107813	K04892
Durusdinium15164	K03848
Durusdinium1851	K13679
Durusdinium74514	K03675
Durusdinium15793	K24182
Durusdinium97180	K03106
Durusdinium48906	K23643
Durusdinium7609	K13448
Durusdinium21807	K02183
Durusdinium86248	K03772
Durusdinium17844	K24524
Durusdinium570	K10380
Durusdinium30783	K11594
Durusdinium43502	K00111
Durusdinium106849	K01099
Durusdinium11034	K00615
Durusdinium81095	K20793
Durusdinium48321	K07376
Durusdinium95934	K22614
Durusdinium101535	K04797
Durusdinium11411	K18534
Durusdinium9215	K20032
Durusdinium84818	K03392
Durusdinium94208	K12479
Durusdinium8150	K13412
Durusdinium84045	K00939
Durusdinium108770	K00108
Durusdinium24221	K06969
Durusdinium12698	K03686
Durusdinium4286	K04905
Durusdinium13747	K08830
Durusdinium73494	K09571
Durusdinium10233	K20718
Durusdinium15036	K03929
Durusdinium12090	K00797
Durusdinium19061	K05794
Durusdinium22788	K07937
Durusdinium86243	K04739
Durusdinium29043	K03843
Durusdinium100067	K16360
Durusdinium59817	K00111
Durusdinium73153	K06027
Durusdinium8946	K05542
Durusdinium62143	K25378
Durusdinium112706	K19613
Durusdinium116442	K13293
Durusdinium20207	K06685
Durusdinium4898	K04905
Durusdinium15580	K17710
Durusdinium114995	K03104
Durusdinium19478	K04794
Durusdinium52278	K13647
Durusdinium50442	K06917
Durusdinium112136	K07936
Durusdinium71560	K08582
Durusdinium5442	K02575
Durusdinium20350	K04459
Durusdinium8323	K17710
Durusdinium6962	K02991
Durusdinium96195	K03028
Durusdinium1377	K12850
Durusdinium15012	K16726
Durusdinium95319	K21438
Durusdinium5132	K10415
Durusdinium41261	K00889
Durusdinium99229	K11790
Durusdinium9849	K10380
Durusdinium9321	K06002
Durusdinium83190	K00164
Durusdinium72661	K10967
Durusdinium95966	K01809
Durusdinium3703	K17508
Durusdinium48072	K14342
Durusdinium113101	K23435
Durusdinium94881	K14831
Durusdinium13804	K13416
Durusdinium97420	K11990
Durusdinium83300	K04957
Durusdinium108349	K21734
Durusdinium35634	K06973
Durusdinium17110	K15032
Durusdinium3636	K10669
Durusdinium34537	K01858
Durusdinium48182	K04852
Durusdinium14841	K06252
Durusdinium60103	K07636
Durusdinium55121	K07359
Durusdinium23750	K05546
Durusdinium96717	K00942
Durusdinium332	K12842
Durusdinium83317	K14156
Durusdinium107323	K22182
Durusdinium16078	K15111
Durusdinium84320	K10799
Durusdinium113151	K24228
Durusdinium107369	K02356
Durusdinium97358	K00615
Durusdinium114265	K24104
Durusdinium100724	K22985
Durusdinium97043	K00817
Durusdinium96237	K11600
Durusdinium14110	K18980
Durusdinium85018	K03083
Durusdinium99579	K08798
Durusdinium20442	K05632
Durusdinium10489	K16726
Durusdinium59222	K19709
Durusdinium109070	K25380
Durusdinium16477	K00845
Durusdinium37928	K01649
Durusdinium72543	K04708
Durusdinium15151	K06180
Durusdinium52709	K13346
Durusdinium64469	K00164
Durusdinium51409	K08585
Durusdinium8576	K04834
Durusdinium76404	K00898
Durusdinium61274	K02606
Durusdinium73541	K01371
Durusdinium22094	K08835
Durusdinium1232	K10380
Durusdinium95219	K12580
Durusdinium16960	K03417
Durusdinium20187	K02183
Durusdinium58585	K18758
Durusdinium3152	K13348
Durusdinium16989	K18995
Durusdinium20959	K11426
Durusdinium12203	K23518
Durusdinium95883	K12132
Durusdinium16973	K00856
Durusdinium6240	K14501
Durusdinium12903	K00612
Durusdinium28292	K01897
Durusdinium72713	K01889
Durusdinium28629	K02183
Durusdinium72956	K15272
Durusdinium65007	K14410
Durusdinium9997	K15538
Durusdinium107530	K19941
Durusdinium95084	K04353
Durusdinium20021	K25701
Durusdinium23415	K16055
Durusdinium60752	K01764
Durusdinium72301	K14674
Durusdinium28926	K03671
Durusdinium89688	K00382
Durusdinium64287	K08796
Durusdinium69524	K01881
Durusdinium20903	K22763
Durusdinium23897	K03924
Durusdinium16782	K17938
Durusdinium97788	K07575
Durusdinium72187	K25656
Durusdinium67875	K03768
Durusdinium52586	K11254
Durusdinium83252	K06694
Durusdinium99195	K01006
Durusdinium23234	K18667
Durusdinium3568	K04079
Durusdinium23094	K11426
Durusdinium13276	K15278
Durusdinium14474	K15259
Durusdinium110131	K23960
Durusdinium6647	K00059
Durusdinium21626	K10407
Durusdinium99295	K00922
Durusdinium48455	K12823
Durusdinium87586	K05309
Durusdinium66662	K12445
Durusdinium9311	K08997
Durusdinium533	K13730
Durusdinium16680	K20028
Durusdinium33476	K00958
Durusdinium10620	K18763
Durusdinium83535	K11855
Durusdinium85912	K10356
Durusdinium14191	K00731
Durusdinium64207	K23541
Durusdinium102606	K03703
Durusdinium20699	K17744
Durusdinium32122	K11323
Durusdinium10899	K03424
Durusdinium2519	K25647
Durusdinium49428	K03018
Durusdinium108030	K00876
Durusdinium76056	K00967
Durusdinium32921	K02990
Durusdinium13929	K12591
Durusdinium84887	K12304
Durusdinium21202	K01601
Durusdinium5594	K04905
Durusdinium109698	K13412
Durusdinium95167	K24468
Durusdinium13994	K02518
Durusdinium95958	K01915
Durusdinium78532	K21435
Durusdinium106755	K21862
Durusdinium54705	K16608
Durusdinium77171	K07753
Durusdinium14219	K18726
Durusdinium15405	K21991
Durusdinium22304	K02357
Durusdinium29432	K16216
Durusdinium11231	K03544
Durusdinium67379	K03769
Durusdinium62995	K03010
Durusdinium18678	K16726
Durusdinium77123	K06944
Durusdinium60603	K21767
Durusdinium85840	K15029
Durusdinium16374	K13412
Durusdinium49821	K25441
Durusdinium1347	K12132
Durusdinium89201	K23937
Durusdinium16661	K17710
Durusdinium10861	K06180
Durusdinium64011	K14764
Durusdinium20065	K15516
Durusdinium85593	K08214
Durusdinium72822	K08582
Durusdinium72306	K02146
Durusdinium14718	K06972
Durusdinium15422	K10357
Durusdinium86271	K01649
Durusdinium95714	K11838
Durusdinium73071	K18059
Durusdinium8582	K12823
Durusdinium77	K04955
Durusdinium71459	K01081
Durusdinium60992	K06943
Durusdinium85986	K04840
Durusdinium49696	K20793
Durusdinium59979	K00574
Durusdinium85518	K11407
Durusdinium50846	K12405
Durusdinium4408	K13172
Durusdinium85740	K00020
Durusdinium11505	K14803
Durusdinium85107	K10768
Durusdinium2163	K06215
Durusdinium17810	K12830
Durusdinium93839	K00525
Durusdinium8912	K22684
Durusdinium101919	K04487
Durusdinium109359	K19199
Durusdinium66128	K03372
Durusdinium61048	K10380
Durusdinium7856	K16302
Durusdinium71441	K19245
Durusdinium101265	K03977
Durusdinium99696	K08076
Durusdinium60637	K10411
Durusdinium5127	K01202
Durusdinium94925	K25210
Durusdinium64946	K20662
Durusdinium100815	K22763
Durusdinium108507	K04598
Durusdinium17329	K01462
Durusdinium84103	K19882
Durusdinium568	K01090
Durusdinium12390	K23257
Durusdinium62130	K00413
Durusdinium56825	K07393
Durusdinium110608	K23490
Durusdinium22262	K03515
Durusdinium55831	K10843
Durusdinium63347	K00088
Durusdinium14787	K11699
Durusdinium15572	K20131
Durusdinium14291	K20726
Durusdinium2289	K10659
Durusdinium22134	K08292
Durusdinium108904	K01379
Durusdinium78051	K11827
Durusdinium98942	K04507
Durusdinium63302	K20715
Durusdinium7662	K11594
Durusdinium16980	K10455
Durusdinium97147	K20308
Durusdinium96572	K01937
Durusdinium46553	K19755
Durusdinium48563	K10591
Durusdinium27841	K24070
Durusdinium16276	K15032
Durusdinium22890	K00052
Durusdinium13566	K20288
Durusdinium3280	K00134
Durusdinium84522	K01759
Durusdinium14669	K10799
Durusdinium18160	K09592
Durusdinium11857	K06180
Durusdinium29676	K01519
Durusdinium2830	K00574
Durusdinium84637	K16185
Durusdinium21402	K01240
Durusdinium16356	K02471
Durusdinium632	K12047
Durusdinium111353	K15283
Durusdinium12021	K16914
Durusdinium13444	K13412
Durusdinium48614	K09498
Durusdinium97238	K01875
Durusdinium19699	K14442
Durusdinium107977	K13761
Durusdinium75157	K06689
Durusdinium6244	K13979
Durusdinium45995	K01693
Durusdinium10532	K05841
Durusdinium85496	K10572
Durusdinium84618	K08776
Durusdinium73917	K09571
Durusdinium83239	K08869
Durusdinium90524	K02183
Durusdinium55406	K02825
Durusdinium25948	K00266
Durusdinium60079	K12891
Durusdinium108483	K03932
Durusdinium60981	K10396
Durusdinium62430	K01367
Durusdinium73639	K03676
Durusdinium96726	K10412
Durusdinium57752	K20296
Durusdinium83189	K10380
Durusdinium78511	K05768
Durusdinium100437	K14842
Durusdinium29333	K10592
Durusdinium12129	K04854
Durusdinium44402	K08057
Durusdinium95095	K08956
Durusdinium38485	K17570
Durusdinium60013	K06269
Durusdinium95053	K09564
Durusdinium102055	K09377
Durusdinium3804	K08654
Durusdinium46151	K02321
Durusdinium62421	K09592
Durusdinium18729	K24155
Durusdinium10437	K19329
Durusdinium3934	K00323
Durusdinium52304	K23257
Durusdinium14836	K09510
Durusdinium111975	K14832
Durusdinium16820	K05218
Durusdinium1331	K03439
Durusdinium13686	K14713
Durusdinium72808	K12867
Durusdinium8266	K02863
Durusdinium15467	K25546
Durusdinium32703	K10356
Durusdinium26706	K06819
Durusdinium61525	K01176
Durusdinium91094	K18468
Durusdinium6904	K12460
Durusdinium1138	K15272
Durusdinium95335	K01939
Durusdinium37134	K05658
Durusdinium48290	K03242
Durusdinium94797	K24542
Durusdinium59777	K05794
Durusdinium20755	K25656
Durusdinium61833	K10409
Durusdinium2769	K02516
Durusdinium14650	K02016
Durusdinium12889	K22940
Durusdinium109788	K00927
Durusdinium108473	K15377
Durusdinium10341	K25615
Durusdinium13946	K00558
Durusdinium96390	K06943
Durusdinium81120	K17800
Durusdinium4490	K24070
Durusdinium50022	K04840
Durusdinium20077	K14442
Durusdinium9135	K25551
Durusdinium11422	K17906
Durusdinium53137	K00354
Durusdinium51110	K01758
Durusdinium15338	K21760
Durusdinium49191	K17341
Durusdinium23498	K13071
Durusdinium100418	K05236
Durusdinium41459	K18740
Durusdinium74845	K00079
Durusdinium580	K06630
Durusdinium94690	K16582
Durusdinium7903	K17500
Durusdinium9273	K03362
Durusdinium38965	K17728
Durusdinium11473	K10768
Durusdinium13512	K17964
Durusdinium50339	K17689
Durusdinium10905	K05665
Durusdinium72248	K14427
Durusdinium96113	K10799
Durusdinium115176	K00088
Durusdinium50432	K09580
Durusdinium50514	K09505
Durusdinium112121	K15276
Durusdinium55850	K03377
Durusdinium62866	K13566
Durusdinium9285	K05931
Durusdinium17044	K16726
Durusdinium97454	K13806
Durusdinium8491	K13412
Durusdinium87400	K21440
Durusdinium3185	K17964
Durusdinium41401	K01662
Durusdinium101208	K09230
Durusdinium8636	K04853
Durusdinium74762	K08614
Durusdinium11573	K22614
Durusdinium87109	K05768
Durusdinium52823	K14407
Durusdinium23264	K00545
Durusdinium50059	K23334
Durusdinium71815	K17732
Durusdinium99208	K09597
Durusdinium85769	K13091
Durusdinium23438	K01752
Durusdinium83491	K11323
Durusdinium18039	K23330
Durusdinium12524	K12132
Durusdinium48664	K12614
Durusdinium14261	K10380
Durusdinium64917	K22614
Durusdinium14816	K00812
Durusdinium24556	K21806
Durusdinium12808	K00134
Durusdinium62600	K11338
Durusdinium108987	K05542
Durusdinium19232	K07901
Durusdinium12557	K02876
Durusdinium2867	K01363
Durusdinium53074	K17943
Durusdinium113571	K18423
Durusdinium60584	K02152
Durusdinium21631	K15377
Durusdinium73019	K15378
Durusdinium99052	K19882
Durusdinium7889	K03773
Durusdinium114322	K04523
Durusdinium108660	K10601
Durusdinium51880	K18163
Durusdinium32943	K20798
Durusdinium73397	K00860
Durusdinium412	K01626
Durusdinium25716	K01254
Durusdinium11495	K03321
Durusdinium21476	K06269
Durusdinium61396	K17260
Durusdinium3499	K23538
Durusdinium94815	K00380
Durusdinium97697	K04739
Durusdinium51461	K04851
Durusdinium71818	K10591
Durusdinium6560	K25532
Durusdinium18474	K00812
Durusdinium96987	K00645
Durusdinium54708	K07575
Durusdinium22677	K06672
Durusdinium36927	K07376
Durusdinium8137	K19607
Durusdinium7911	K05643
Durusdinium7964	K13412
Durusdinium107500	K01178
Durusdinium83642	K14141
Durusdinium73402	K11977
Durusdinium99779	K00863
Durusdinium31782	K09602
Durusdinium96308	K04885
Durusdinium51420	K03029
Durusdinium95612	K03767
Durusdinium7952	K20028
Durusdinium12988	K13412
Durusdinium87412	K05665
Durusdinium2294	K24205
Durusdinium96440	K15042
Durusdinium60641	K10147
Durusdinium53805	K22372
Durusdinium24845	K17839
Durusdinium19694	K05605
Durusdinium38138	K05643
Durusdinium75662	K13420
Durusdinium86789	K01749
Durusdinium25077	K12573
Durusdinium15797	K12445
Durusdinium11456	K19525
Durusdinium10656	K00020
Durusdinium63761	K00615
Durusdinium11667	K07767
Durusdinium77048	K01897
Durusdinium45927	K13179
Durusdinium14548	K06641
Durusdinium50617	K12812
Durusdinium10588	K00620
Durusdinium75033	K16271
Durusdinium1046	K04802
Durusdinium14350	K18740
Durusdinium78015	K00346
Durusdinium13681	K20661
Durusdinium8082	K12348
Durusdinium42421	K19219
Durusdinium475	K17964
Durusdinium33328	K11228
Durusdinium61960	K24205
Durusdinium182	K23452
Durusdinium48626	K14563
Durusdinium42925	K07300
Durusdinium85799	K14769
Durusdinium11833	K03885
Durusdinium3962	K23882
Durusdinium106729	K03979
Durusdinium107675	K08827
Durusdinium9373	K04855
Durusdinium11020	K17964
Durusdinium5827	K17458
Durusdinium4281	K15103
Durusdinium83563	K01196
Durusdinium39118	K03217
Durusdinium35060	K03086
Durusdinium60905	K15028
Durusdinium102332	K03032
Durusdinium17720	K10390
Durusdinium52927	K12859
Durusdinium1670	K18663
Durusdinium23866	K08794
Durusdinium95026	K05794
Durusdinium90829	K12403
Durusdinium112290	K10408
Durusdinium23582	K08906
Durusdinium74484	K04739
Durusdinium4151	K16292
Durusdinium19076	K25894
Durusdinium84411	K03949
Durusdinium9825	K13979
Durusdinium111893	K00856
Durusdinium72726	K10645
Durusdinium63586	K07893
Durusdinium101133	K05665
Durusdinium26825	K20201
Durusdinium12107	K08582
Durusdinium187	K01880
Durusdinium64665	K00128
Durusdinium8186	K07937
Durusdinium25995	K16914
Durusdinium98454	K06944
Durusdinium76165	K16889
Durusdinium95193	K04954
Durusdinium85181	K23951
Durusdinium49006	K20296
Durusdinium1459	K08803
Durusdinium11813	K24929
Durusdinium16092	K12842
Durusdinium95236	K12483
Durusdinium7123	K14326
Durusdinium73703	K01652
Durusdinium55310	K16487
Durusdinium83576	K07363
Durusdinium69798	K05592
Durusdinium16770	K11804
Durusdinium1173	K08582
Durusdinium60091	K13719
Durusdinium9507	K19360
Durusdinium98288	K00344
Durusdinium98985	K18055
Durusdinium11209	K02366
Durusdinium107359	K01363
Durusdinium73382	K04344
Durusdinium87055	K03015
Durusdinium95444	K01322
Durusdinium23739	K17562
Durusdinium62291	K01835
Durusdinium60547	K09140
Durusdinium30155	K03259
Durusdinium62284	K04986
Durusdinium23326	K11163
Durusdinium78791	K05592
Durusdinium80789	K24722
Durusdinium72514	K00025
Durusdinium88272	K07376
Durusdinium22528	K12396
Durusdinium77516	K02965
Durusdinium48780	K00803
Durusdinium690	K06240
Durusdinium107007	K03686
Durusdinium280	K12460
Durusdinium71670	K15272
Durusdinium72538	K17341
Durusdinium77397	K01070
Durusdinium15902	K24928
Durusdinium104175	K12663
Durusdinium101305	K10408
Durusdinium64498	K00274
Durusdinium23775	K04905
Durusdinium9920	K07304
Durusdinium23223	K17914
Durusdinium5634	K16726
Durusdinium8975	K04905
Durusdinium54682	K03538
Durusdinium15896	K03246
Durusdinium96703	K12821
Durusdinium96488	K02259
Durusdinium51363	K13884
Durusdinium17823	K14570
Durusdinium22028	K21918
Durusdinium6621	K01624
Durusdinium107989	K08151
Durusdinium107280	K01872
Durusdinium63376	K04905
Durusdinium75370	K02259
Durusdinium26027	K10380
Durusdinium27834	K12035
Durusdinium601	K11163
Durusdinium8044	K01379
Durusdinium60393	K08341
Durusdinium107328	K20051
Durusdinium19577	K13116
Durusdinium2222	K17893
Durusdinium28283	K04456
Durusdinium1304	K19873
Durusdinium95210	K15433
Durusdinium86353	K09705
Durusdinium3616	K10380
Durusdinium112142	K11876
Durusdinium109477	K21435
Durusdinium24233	K21440
Durusdinium19101	K03386
Durusdinium113927	K14793
Durusdinium13952	K17299
Durusdinium48826	K24205
Durusdinium38789	K06184
Durusdinium99280	K13884
Durusdinium85550	K01214
Durusdinium64895	K19573
Durusdinium75067	K07386
Durusdinium54224	K04950
Durusdinium111888	K05643
Durusdinium74796	K04840
Durusdinium1409	K14564
Durusdinium24300	K04836
Durusdinium85440	K04852
Durusdinium85651	K15261
Durusdinium54544	K10408
Durusdinium21258	K00771
Durusdinium53553	K10203
Durusdinium14916	K04515
Durusdinium10111	K07936
Durusdinium19562	K06941
Durusdinium20676	K00949
Durusdinium20224	K17964
Durusdinium96392	K19360
Durusdinium40781	K07374
Durusdinium109825	K04354
Durusdinium90339	K12349
Durusdinium5916	K10380
Durusdinium111589	K15437
Durusdinium110741	K19199
Durusdinium62792	K01897
Durusdinium17882	K04841
Durusdinium3457	K09503
Durusdinium75372	K23114
Durusdinium20772	K00472
Durusdinium8845	K21440
Durusdinium63955	K09504
Durusdinium23146	K12399
Durusdinium1463	K23330
Durusdinium21071	K25656
Durusdinium9320	K11835
Durusdinium50434	K02492
Durusdinium21024	K00889
Durusdinium60533	K11163
Durusdinium15021	K10615
Durusdinium37182	K17732
Durusdinium64870	K21768
Durusdinium5371	K04950
Durusdinium109890	K18595
Durusdinium88981	K19684
Durusdinium64120	K11296
Durusdinium75577	K01875
Durusdinium7217	K25808
Durusdinium95733	K03686
Durusdinium17249	K03695
Durusdinium96893	K07950
Durusdinium73563	K14847
Durusdinium38021	K10407
Durusdinium110857	K10752
Durusdinium2364	K03686
Durusdinium112306	K08765
Durusdinium26026	K15422
Durusdinium99855	K14437
Durusdinium109488	K04097
Durusdinium96194	K19676
Durusdinium60577	K04874
Durusdinium46199	K17496
Durusdinium74177	K03248
Durusdinium2502	K01177
Durusdinium88488	K12194
Durusdinium27555	K14290
Durusdinium30048	K20715
Durusdinium12200	K03654
Durusdinium72775	K03929
Durusdinium88235	K22769
Durusdinium64773	K15115
Durusdinium13761	K24553
Durusdinium4349	K14944
Durusdinium3315	K22144
Durusdinium106772	K06965
Durusdinium10482	K24512
Durusdinium23780	K10457
Durusdinium39235	K12818
Durusdinium6493	K11744
Durusdinium110542	K15425
Durusdinium52490	K09667
Durusdinium106764	K08853
Durusdinium19810	K03686
Durusdinium16226	K10634
Durusdinium4347	K00101
Durusdinium62508	K00224
Durusdinium42231	K09485
Durusdinium6111	K13761
Durusdinium6637	K04630
Durusdinium1022	K23330
Durusdinium85689	K03260
Durusdinium106547	K11426
Durusdinium73532	K08582
Durusdinium31697	K11426
Durusdinium29747	K17710
Durusdinium64335	K09861
Durusdinium9975	K00059
Durusdinium107189	K19760
Durusdinium99063	K08281
Durusdinium21632	K11654
Durusdinium48358	K22857
Durusdinium17547	K14326
Durusdinium52279	K19029
Durusdinium177	K11262
