Ofaveolata267237	K00627
Ofaveolata263935	K14994
Ofaveolata162722	K02948
Ofaveolata246753	K08624
Ofaveolata263435	K14548
Ofaveolata264357	K10264
Ofaveolata245414	K09637
Ofaveolata266380	K07497
Ofaveolata248714	K23115
Ofaveolata227210	K01816
Ofaveolata266736	K24815
Ofaveolata247330	K23490
Ofaveolata261597	K07055
Ofaveolata241838	K24889
Ofaveolata260496	K08375
Ofaveolata269832	K22859
Ofaveolata66001	K04743
Ofaveolata217349	K03036
Ofaveolata258605	K22324
Ofaveolata258982	K08056
Ofaveolata34499	K10457
Ofaveolata256702	K00128
Ofaveolata267007	K04135
Ofaveolata256880	K10158
Ofaveolata257120	K13355
Ofaveolata253309	K04919
Ofaveolata215149	K08762
Ofaveolata263985	K04679
Ofaveolata236093	K23532
Ofaveolata248789	K09228
Ofaveolata1223634	K07937
Ofaveolata268596	K11502
Ofaveolata246789	K17341
Ofaveolata267155	K08465
Ofaveolata264952	K01613
Ofaveolata255888	K01019
Ofaveolata263551	K06766
Ofaveolata113379	K00162
Ofaveolata246234	K10419
Ofaveolata162245	K02980
Ofaveolata260971	K17608
Ofaveolata263048	K14388
Ofaveolata268077	K24936
Ofaveolata1519444	K04043
Ofaveolata264393	K01349
Ofaveolata1577143	K01388
Ofaveolata237412	K02998
Ofaveolata259205	K16760
Ofaveolata255204	K15111
Ofaveolata268253	K17925
Ofaveolata267778	K01349
Ofaveolata269142	K12480
Ofaveolata266086	K08073
Ofaveolata268593	K02599
Ofaveolata268280	K14403
Ofaveolata256697	K11182
Ofaveolata269465	K17307
Ofaveolata262099	K06963
Ofaveolata263879	K04249
Ofaveolata256885	K17341
Ofaveolata245933	K04224
Ofaveolata258908	K05399
Ofaveolata247945	K04079
Ofaveolata246764	K18085
Ofaveolata264096	K24464
Ofaveolata269114	K05673
Ofaveolata261694	K06669
Ofaveolata266663	K00306
Ofaveolata260186	K18443
Ofaveolata269818	K07497
Ofaveolata252188	K12474
Ofaveolata253524	K01019
Ofaveolata264123	K20300
Ofaveolata264655	K24205
Ofaveolata254770	K17609
Ofaveolata167369	K07023
Ofaveolata244949	K11251
Ofaveolata265738	K10636
Ofaveolata258642	K02599
Ofaveolata252374	K09272
Ofaveolata245345	K09624
Ofaveolata261496	K24420
Ofaveolata263890	K16550
Ofaveolata267706	K19759
Ofaveolata265106	K06794
Ofaveolata262514	K00744
Ofaveolata250638	K03320
Ofaveolata267380	K22804
Ofaveolata259644	K10738
Ofaveolata255747	K04552
Ofaveolata263090	K24038
Ofaveolata266031	K23092
Ofaveolata264161	K23712
Ofaveolata269236	K15501
Ofaveolata247118	K23342
Ofaveolata256146	K17261
Ofaveolata261565	K00753
Ofaveolata256409	K10428
Ofaveolata260627	K00031
Ofaveolata266872	K24223
Ofaveolata261640	K10451
Ofaveolata235416	K09499
Ofaveolata268053	K17535
Ofaveolata257952	K12309
Ofaveolata253741	K17362
Ofaveolata244020	K07192
Ofaveolata260653	K00830
Ofaveolata263855	K03217
Ofaveolata251440	K08076
Ofaveolata221398	K16462
Ofaveolata227220	K10356
Ofaveolata255027	K04708
Ofaveolata259465	K15732
Ofaveolata251058	K02150
Ofaveolata262375	K10380
Ofaveolata239700	K13707
Ofaveolata113485	K02183
Ofaveolata261817	K12035
Ofaveolata65107	K01403
Ofaveolata254237	K20133
Ofaveolata254288	K15381
Ofaveolata266515	K11136
Ofaveolata256092	K19491
Ofaveolata255240	K15407
Ofaveolata260131	K19375
Ofaveolata260091	K15074
Ofaveolata252659	K08486
Ofaveolata246494	K08031
Ofaveolata157793	K05863
Ofaveolata261669	K08830
Ofaveolata255597	K10770
Ofaveolata267518	K24835
Ofaveolata241381	K05941
Ofaveolata264364	K15627
Ofaveolata266979	K17461
Ofaveolata169489	K16608
Ofaveolata269862	K16669
Ofaveolata267448	K14354
Ofaveolata258798	K17592
Ofaveolata255532	K03141
Ofaveolata254616	K12611
Ofaveolata249705	K13114
Ofaveolata114831	K09550
Ofaveolata266679	K14855
Ofaveolata266076	K00142
Ofaveolata164623	K05673
Ofaveolata261328	K20632
Ofaveolata268218	K16815
Ofaveolata263590	K23092
Ofaveolata261422	K24793
Ofaveolata254202	K12035
Ofaveolata190407	K12392
Ofaveolata1190118	K24469
Ofaveolata268349	K10803
Ofaveolata264398	K14807
Ofaveolata262859	K07766
Ofaveolata249109	K22754
Ofaveolata249926	K08770
Ofaveolata260901	K11982
Ofaveolata260949	K11323
Ofaveolata265896	K12627
Ofaveolata250735	K04515
Ofaveolata257979	K19603
Ofaveolata246671	K05051
Ofaveolata225931	K22378
Ofaveolata163895	K09528
Ofaveolata164734	K04826
Ofaveolata262714	K17458
Ofaveolata267103	K07759
Ofaveolata244416	K06711
Ofaveolata261835	K07508
Ofaveolata260856	K24506
Ofaveolata248954	K04150
Ofaveolata263567	K23342
Ofaveolata162401	K01715
Ofaveolata252542	K19678
Ofaveolata268830	K16669
Ofaveolata265752	K18729
Ofaveolata267564	K14777
Ofaveolata262386	K23405
Ofaveolata262928	K24738
Ofaveolata261315	K07942
Ofaveolata256578	K09627
Ofaveolata241758	K17972
Ofaveolata263682	K06560
Ofaveolata252563	K06070
Ofaveolata1389507	K08380
Ofaveolata267880	K08018
Ofaveolata268888	K04984
Ofaveolata261940	K19360
Ofaveolata254004	K03262
Ofaveolata269296	K06672
Ofaveolata248576	K19511
Ofaveolata265069	K14071
Ofaveolata1160441	K21862
Ofaveolata175161	K24835
Ofaveolata255500	K14072
Ofaveolata269059	K14763
Ofaveolata163858	K08029
Ofaveolata259547	K05695
Ofaveolata254704	K13051
Ofaveolata233513	K23342
Ofaveolata251264	K22390
Ofaveolata269609	K11865
Ofaveolata259318	K17592
Ofaveolata246573	K04397
Ofaveolata267163	K09592
Ofaveolata265404	K23330
Ofaveolata258381	K04161
Ofaveolata268381	K15362
Ofaveolata254272	K10645
Ofaveolata267607	K06678
Ofaveolata262491	K00615
Ofaveolata245432	K24835
Ofaveolata262998	K17341
Ofaveolata264052	K07497
Ofaveolata260940	K18398
Ofaveolata112204	K23553
Ofaveolata250990	K24728
Ofaveolata205429	K19363
Ofaveolata260086	K04863
Ofaveolata250546	K05312
Ofaveolata238495	K09522
Ofaveolata1157122	K23717
Ofaveolata113261	K02971
Ofaveolata261727	K17592
Ofaveolata269382	K14943
Ofaveolata262901	K13912
Ofaveolata263449	K01904
Ofaveolata261778	K17784
Ofaveolata266590	K04267
Ofaveolata268154	K09486
Ofaveolata258737	K04266
Ofaveolata248560	K20051
Ofaveolata257547	K19607
Ofaveolata250960	K09408
Ofaveolata260808	K16342
Ofaveolata254864	K17525
Ofaveolata269436	K12021
Ofaveolata258285	K03283
Ofaveolata266248	K08808
Ofaveolata204272	K14072
Ofaveolata249156	K10373
Ofaveolata269516	K10691
Ofaveolata261578	K00820
Ofaveolata1954489	K04892
Ofaveolata263664	K09585
Ofaveolata253735	K11831
Ofaveolata257209	K20071
Ofaveolata260142	K12813
Ofaveolata248583	K15261
Ofaveolata246330	K13126
Ofaveolata235187	K07933
Ofaveolata262678	K01904
Ofaveolata266392	K24755
Ofaveolata249563	K12655
Ofaveolata268339	K15109
Ofaveolata50789	K00753
Ofaveolata140888	K04600
Ofaveolata240705	K17894
Ofaveolata225659	K02981
Ofaveolata253029	K04316
Ofaveolata263834	K16506
Ofaveolata250621	K10767
Ofaveolata256945	K08076
Ofaveolata242763	K20398
Ofaveolata256506	K14808
Ofaveolata263175	K00111
Ofaveolata241196	K07903
Ofaveolata263039	K10165
Ofaveolata266686	K04711
Ofaveolata264388	K24384
Ofaveolata263818	K22656
Ofaveolata930428	K10062
Ofaveolata241241	K04160
Ofaveolata220751	K13748
Ofaveolata255254	K12840
Ofaveolata252500	K01493
Ofaveolata264030	K00600
Ofaveolata255087	K08770
Ofaveolata255906	K01681
Ofaveolata262570	K08735
Ofaveolata263557	K04150
Ofaveolata255388	K21956
Ofaveolata264549	K01758
Ofaveolata260323	K23818
Ofaveolata243250	K22614
Ofaveolata261237	K05747
Ofaveolata248307	K04253
Ofaveolata265300	K11319
Ofaveolata181732	K08776
Ofaveolata269050	K10642
Ofaveolata13779	K00512
Ofaveolata1703365	K10658
Ofaveolata264086	K02030
Ofaveolata219715	K04163
Ofaveolata262166	K15259
Ofaveolata257513	K02599
Ofaveolata261571	K06997
Ofaveolata196401	K04612
Ofaveolata259142	K01017
Ofaveolata247545	K10260
Ofaveolata253876	K12878
Ofaveolata269769	K24502
Ofaveolata269247	K17341
Ofaveolata249728	K01047
Ofaveolata253997	K24141
Ofaveolata238604	K24936
Ofaveolata260611	K15076
Ofaveolata222459	K09656
Ofaveolata244807	K08132
Ofaveolata224928	K08504
Ofaveolata269477	K00753
Ofaveolata31838	K04153
Ofaveolata265861	K20029
Ofaveolata268516	K15084
Ofaveolata262840	K06826
Ofaveolata1215547	K01534
Ofaveolata255638	K02168
Ofaveolata249376	K13649
Ofaveolata235747	K24104
Ofaveolata262962	K23204
Ofaveolata107541	K06794
Ofaveolata259897	K18668
Ofaveolata259408	K00161
Ofaveolata263719	K24469
Ofaveolata262699	K04612
Ofaveolata231054	K01311
Ofaveolata263137	K13510
Ofaveolata266632	K03173
Ofaveolata251739	K22790
Ofaveolata249579	K05208
Ofaveolata267769	K24740
Ofaveolata254370	K03593
Ofaveolata268606	K04437
Ofaveolata269032	K24734
Ofaveolata256879	K09270
Ofaveolata267238	K17600
Ofaveolata265148	K13499
Ofaveolata268539	K23949
Ofaveolata260638	K11810
Ofaveolata258981	K19589
Ofaveolata167669	K15015
Ofaveolata269800	K22754
Ofaveolata257059	K03691
Ofaveolata261551	K00605
Ofaveolata261465	K04285
Ofaveolata255619	K00626
Ofaveolata259704	K12304
Ofaveolata260494	K25421
Ofaveolata1216008	K06778
Ofaveolata265638	K03942
Ofaveolata113231	K07923
Ofaveolata253396	K12302
Ofaveolata264207	K24635
Ofaveolata260026	K10284
Ofaveolata259498	K05673
Ofaveolata244451	K24070
Ofaveolata258331	K18274
Ofaveolata267853	K08860
Ofaveolata263024	K00784
Ofaveolata268470	K05125
Ofaveolata267263	K10615
Ofaveolata269028	K09228
Ofaveolata225653	K02901
Ofaveolata262103	K01895
Ofaveolata238489	K12191
Ofaveolata246500	K22614
Ofaveolata251528	K18441
Ofaveolata269661	K10642
Ofaveolata269329	K10895
Ofaveolata257635	K21415
Ofaveolata252181	K12838
Ofaveolata260839	K10746
Ofaveolata268680	K03173
Ofaveolata264743	K04205
Ofaveolata224592	K20120
Ofaveolata251900	K08825
Ofaveolata257070	K12389
Ofaveolata241867	K09877
Ofaveolata253061	K04599
Ofaveolata254963	K03660
Ofaveolata266339	K17700
Ofaveolata258361	K22823
Ofaveolata258067	K19867
Ofaveolata254587	K17266
Ofaveolata253238	K01349
Ofaveolata264370	K23439
Ofaveolata2807991	K10408
Ofaveolata266197	K08231
Ofaveolata264443	K00505
Ofaveolata269308	K22754
Ofaveolata269262	K24498
Ofaveolata261326	K04393
Ofaveolata265872	K04221
Ofaveolata249187	K05546
Ofaveolata263438	K08035
Ofaveolata263928	K24094
Ofaveolata253456	K19327
Ofaveolata261254	K23480
Ofaveolata263587	K15196
Ofaveolata1703175	K10408
Ofaveolata65104	K08469
Ofaveolata261264	K11647
Ofaveolata264726	K11860
Ofaveolata239842	K01493
Ofaveolata264105	K04224
Ofaveolata266537	K04975
Ofaveolata268445	K00888
Ofaveolata266051	K05628
Ofaveolata258688	K14003
Ofaveolata267728	K07378
Ofaveolata246950	K14775
Ofaveolata262628	K21412
Ofaveolata265955	K18040
Ofaveolata254545	K04825
Ofaveolata268532	K14787
Ofaveolata264375	K20352
Ofaveolata266155	K12828
Ofaveolata257767	K04142
Ofaveolata265197	K04255
Ofaveolata261175	K11579
Ofaveolata166345	K04603
Ofaveolata257392	K09666
Ofaveolata266938	K00894
Ofaveolata248978	K20641
Ofaveolata177352	K07497
Ofaveolata245241	K01648
Ofaveolata262348	K25041
Ofaveolata268717	K05657
Ofaveolata135209	K00090
Ofaveolata260043	K13174
Ofaveolata258742	K13047
Ofaveolata264041	K07497
Ofaveolata237614	K01365
Ofaveolata261855	K14050
Ofaveolata262271	K02149
Ofaveolata268995	K02599
Ofaveolata267797	K04351
Ofaveolata266299	K11583
Ofaveolata1994672	K24361
Ofaveolata263197	K10283
Ofaveolata235550	K17292
Ofaveolata266508	K24348
Ofaveolata260795	K24243
Ofaveolata254464	K22068
Ofaveolata241335	K21893
Ofaveolata217648	K04916
Ofaveolata1144898	K04362
Ofaveolata262622	K20232
Ofaveolata262484	K24807
Ofaveolata269327	K15261
Ofaveolata251290	K01230
Ofaveolata245176	K09848
Ofaveolata259309	K00599
Ofaveolata250224	K03949
Ofaveolata243933	K00444
Ofaveolata256010	K02878
Ofaveolata233635	K13239
Ofaveolata254110	K14410
Ofaveolata263041	K18468
Ofaveolata262572	K14650
Ofaveolata263611	K23564
Ofaveolata250674	K16311
Ofaveolata269737	K09636
Ofaveolata264461	K23881
Ofaveolata244679	K09510
Ofaveolata266250	K04150
Ofaveolata250781	K02153
Ofaveolata266012	K05677
Ofaveolata266673	K04362
Ofaveolata254174	K19899
Ofaveolata257570	K14026
Ofaveolata268307	K06176
Ofaveolata263480	K15450
Ofaveolata247813	K13203
Ofaveolata256881	K22380
Ofaveolata265098	K15630
Ofaveolata263882	K07752
Ofaveolata257802	K13506
Ofaveolata255718	K23543
Ofaveolata266822	K10380
Ofaveolata267375	K16540
Ofaveolata267982	K12026
Ofaveolata263639	K06619
Ofaveolata265339	K01968
Ofaveolata269854	K04988
Ofaveolata225933	K11098
Ofaveolata255121	K19027
Ofaveolata260889	K24929
Ofaveolata255915	K04349
Ofaveolata258753	K10432
Ofaveolata254048	K14964
Ofaveolata230525	K01365
Ofaveolata263515	K15559
Ofaveolata265160	K04513
Ofaveolata269090	K12035
Ofaveolata263444	K24242
Ofaveolata254417	K08637
Ofaveolata237537	K00444
Ofaveolata267188	K10153
Ofaveolata24438	K15839
Ofaveolata265482	K10478
Ofaveolata260564	K15161
Ofaveolata163631	K05692
Ofaveolata262164	K01376
Ofaveolata268978	K08844
Ofaveolata15720	K12823
Ofaveolata260702	K20359
Ofaveolata254683	K18274
Ofaveolata254233	K11671
Ofaveolata263562	K18464
Ofaveolata145845	K04043
Ofaveolata1651271	K08076
Ofaveolata250088	K09403
Ofaveolata259158	K11308
Ofaveolata255375	K08193
Ofaveolata269179	K05126
Ofaveolata263862	K16343
Ofaveolata258620	K07952
Ofaveolata258774	K05021
Ofaveolata268821	K14137
Ofaveolata218235	K11169
Ofaveolata250044	K24054
Ofaveolata256823	K04136
Ofaveolata264936	K18169
Ofaveolata254868	K16857
Ofaveolata257367	K24104
Ofaveolata268917	K25204
Ofaveolata228603	K13750
Ofaveolata226087	K14833
Ofaveolata256241	K14616
Ofaveolata259887	K10532
Ofaveolata267539	K11101
Ofaveolata240748	K04233
Ofaveolata266163	K01769
Ofaveolata247915	K04967
Ofaveolata257294	K01049
Ofaveolata253917	K11838
Ofaveolata259590	K21440
Ofaveolata221003	K10587
Ofaveolata244095	K07877
Ofaveolata258934	K04134
Ofaveolata265029	K13210
Ofaveolata115016	K03676
Ofaveolata269416	K10595
Ofaveolata257986	K13697
Ofaveolata165924	K11253
Ofaveolata255484	K16600
Ofaveolata267792	K04135
Ofaveolata266360	K05948
Ofaveolata239534	K04571
Ofaveolata264692	K05700
Ofaveolata116747	K11518
Ofaveolata250680	K15275
Ofaveolata223680	K08764
Ofaveolata264850	K06711
Ofaveolata263839	K06924
Ofaveolata159044	K08024
Ofaveolata267787	K04936
Ofaveolata269485	K17572
Ofaveolata253807	K24338
Ofaveolata240702	K18497
Ofaveolata259215	K22147
Ofaveolata261300	K20027
Ofaveolata269557	K12567
Ofaveolata261449	K11376
Ofaveolata241732	K08884
Ofaveolata227296	K04592
Ofaveolata239288	K05100
Ofaveolata263953	K10280
Ofaveolata251982	K05093
Ofaveolata260743	K09180
Ofaveolata22984	K07893
Ofaveolata262307	K10362
Ofaveolata267840	K15502
Ofaveolata256985	K07955
Ofaveolata246448	K10389
Ofaveolata243402	K18467
Ofaveolata253223	K03870
Ofaveolata253125	K21863
Ofaveolata1128313	K14735
Ofaveolata248111	K03937
Ofaveolata259060	K14613
Ofaveolata268286	K08803
Ofaveolata256575	K01128
Ofaveolata267890	K12603
Ofaveolata248396	K01362
Ofaveolata251823	K02838
Ofaveolata265938	K03935
Ofaveolata266334	K14072
Ofaveolata256429	K17301
Ofaveolata267717	K11798
Ofaveolata247541	K04802
Ofaveolata265584	K10450
Ofaveolata254957	K02830
Ofaveolata254829	K14416
Ofaveolata262455	K19970
Ofaveolata258564	K24936
Ofaveolata268327	K05641
Ofaveolata268450	K05410
Ofaveolata256658	K17732
Ofaveolata254553	K01091
Ofaveolata261338	K04150
Ofaveolata253552	K23901
Ofaveolata269154	K10395
Ofaveolata253056	K11997
Ofaveolata249422	K04498
Ofaveolata243065	K02735
Ofaveolata261312	K17491
Ofaveolata262786	K08375
Ofaveolata246354	K12832
Ofaveolata269294	K11968
Ofaveolata248255	K05051
Ofaveolata258710	K17435
Ofaveolata259846	K06627
Ofaveolata265539	K13366
Ofaveolata249219	K01346
Ofaveolata264000	K05203
Ofaveolata113131	K02183
Ofaveolata134649	K14648
Ofaveolata265034	K01053
Ofaveolata266921	K18643
Ofaveolata264137	K07964
Ofaveolata247385	K10597
Ofaveolata246015	K14389
Ofaveolata264772	K15133
Ofaveolata259709	K08378
Ofaveolata267154	K14206
Ofaveolata258517	K16599
Ofaveolata268441	K20317
Ofaveolata81662	K04612
Ofaveolata258049	K20032
Ofaveolata242965	K09233
Ofaveolata251765	K04286
Ofaveolata257395	K18327
Ofaveolata265311	K20899
Ofaveolata263841	K10356
Ofaveolata258171	K02156
Ofaveolata237214	K00280
Ofaveolata259472	K07189
Ofaveolata261108	K10265
Ofaveolata264116	K01301
Ofaveolata260854	K08051
Ofaveolata265443	K21956
Ofaveolata259144	K01310
Ofaveolata265369	K10268
Ofaveolata42149	K16857
Ofaveolata265569	K02208
Ofaveolata252392	K04153
Ofaveolata215655	K08375
Ofaveolata260450	K03000
Ofaveolata250160	K08375
Ofaveolata267160	K13122
Ofaveolata266551	K23677
Ofaveolata259924	K17341
Ofaveolata258848	K15687
Ofaveolata260546	K13142
Ofaveolata262373	K03511
Ofaveolata266695	K04144
Ofaveolata254340	K09361
Ofaveolata249495	K09454
Ofaveolata256804	K02577
Ofaveolata248612	K12827
Ofaveolata245514	K23204
Ofaveolata114998	K02183
Ofaveolata259931	K01487
Ofaveolata231853	K05312
Ofaveolata253694	K19511
Ofaveolata262958	K06835
Ofaveolata258497	K06774
Ofaveolata263851	K22808
Ofaveolata261354	K20397
Ofaveolata261637	K07440
Ofaveolata269705	K21873
Ofaveolata254484	K17592
Ofaveolata264233	K12844
Ofaveolata226329	K04267
Ofaveolata246589	K08056
Ofaveolata267012	K08588
Ofaveolata258189	K19907
Ofaveolata264800	K19801
Ofaveolata265977	K01365
Ofaveolata255242	K00802
Ofaveolata262395	K13187
Ofaveolata18949	K00485
Ofaveolata256496	K17404
Ofaveolata258377	K17300
Ofaveolata258911	K05350
Ofaveolata263073	K17689
Ofaveolata246452	K04919
Ofaveolata263164	K13338
Ofaveolata266631	K17706
Ofaveolata564675	K06269
Ofaveolata263382	K00963
Ofaveolata1380030	K05181
Ofaveolata216658	K19363
Ofaveolata1040224	K04239
Ofaveolata268119	K14381
Ofaveolata240760	K04205
Ofaveolata268657	K03595
Ofaveolata259908	K10457
Ofaveolata265923	K20164
Ofaveolata253738	K09490
Ofaveolata251087	K04162
Ofaveolata252168	K10416
Ofaveolata262433	K14638
Ofaveolata268804	K14544
Ofaveolata257450	K18245
Ofaveolata268257	K24785
Ofaveolata256115	K17094
Ofaveolata261189	K12585
Ofaveolata253763	K04989
Ofaveolata266440	K10596
Ofaveolata209133	K19948
Ofaveolata247721	K10153
Ofaveolata113274	K02912
Ofaveolata252062	K05284
Ofaveolata257924	K14429
Ofaveolata255755	K00213
Ofaveolata257674	K10742
Ofaveolata249188	K17341
Ofaveolata259392	K02602
Ofaveolata269024	K03900
Ofaveolata268787	K10408
Ofaveolata266009	K22188
Ofaveolata255234	K20032
Ofaveolata269201	K12035
Ofaveolata265493	K09553
Ofaveolata267967	K00108
Ofaveolata247648	K07809
Ofaveolata267157	K04150
Ofaveolata259497	K22399
Ofaveolata254242	K24730
Ofaveolata267684	K18740
Ofaveolata245831	K11254
Ofaveolata268430	K02432
Ofaveolata242318	K14072
Ofaveolata222863	K24427
Ofaveolata225923	K10418
Ofaveolata260990	K08378
Ofaveolata264885	K04445
Ofaveolata251147	K07901
Ofaveolata258754	K12404
Ofaveolata268412	K19360
Ofaveolata267172	K01634
Ofaveolata259201	K07560
Ofaveolata263344	K23860
Ofaveolata255912	K11810
Ofaveolata253802	K09602
Ofaveolata236602	K13177
Ofaveolata250467	K04739
Ofaveolata138710	K14565
Ofaveolata260066	K04892
Ofaveolata256144	K11505
Ofaveolata250514	K11514
Ofaveolata269857	K22754
Ofaveolata254262	K19721
Ofaveolata268590	K17341
Ofaveolata257051	K12890
Ofaveolata215424	K01363
Ofaveolata268998	K05858
Ofaveolata256680	K19360
Ofaveolata257548	K04135
Ofaveolata268481	K24734
Ofaveolata249771	K00654
Ofaveolata267553	K15200
Ofaveolata251380	K11843
Ofaveolata268949	K07126
Ofaveolata252583	K14692
Ofaveolata267006	K04609
Ofaveolata225637	K09276
Ofaveolata206668	K15837
Ofaveolata257748	K16802
Ofaveolata268066	K17655
Ofaveolata267212	K03654
Ofaveolata268125	K23664
Ofaveolata263274	K22755
Ofaveolata261204	K09574
Ofaveolata268887	K11141
Ofaveolata258245	K14693
Ofaveolata265887	K10104
Ofaveolata268617	K00444
Ofaveolata261115	K00598
Ofaveolata262616	K10406
Ofaveolata269304	K18669
Ofaveolata254784	K12586
Ofaveolata269263	K00921
Ofaveolata266848	K24721
Ofaveolata253047	K22556
Ofaveolata223104	K09332
Ofaveolata265110	K24793
Ofaveolata1514658	K15837
Ofaveolata253436	K07342
Ofaveolata239414	K01587
Ofaveolata250986	K01952
Ofaveolata267410	K24354
Ofaveolata260951	K20160
Ofaveolata267713	K15015
Ofaveolata258178	K07282
Ofaveolata259227	K03262
Ofaveolata250258	K13750
Ofaveolata266427	K23010
Ofaveolata251288	K05741
Ofaveolata263941	K09542
Ofaveolata267841	K23390
Ofaveolata253523	K23335
Ofaveolata257745	K14684
Ofaveolata268791	K06819
Ofaveolata250628	K03231
Ofaveolata117743	K01265
Ofaveolata262685	K13864
Ofaveolata267109	K13985
Ofaveolata257291	K12391
Ofaveolata244031	K11124
Ofaveolata28548	K17275
Ofaveolata261830	K04520
Ofaveolata264223	K16487
Ofaveolata242079	K24835
Ofaveolata265700	K08333
Ofaveolata263920	K14309
Ofaveolata266024	K09228
Ofaveolata216878	K14072
Ofaveolata117293	K16866
Ofaveolata26150	K05181
Ofaveolata260605	K10349
Ofaveolata166257	K10174
Ofaveolata248484	K04097
Ofaveolata264302	K21343
Ofaveolata214554	K23257
Ofaveolata229421	K12375
Ofaveolata265427	K09322
Ofaveolata264997	K01432
Ofaveolata267183	K13855
Ofaveolata260735	K08770
Ofaveolata253519	K13116
Ofaveolata267707	K07497
Ofaveolata266775	K10645
Ofaveolata260834	K08840
Ofaveolata269374	K01354
Ofaveolata252929	K00817
Ofaveolata258300	K12818
Ofaveolata257028	K09339
Ofaveolata267902	K07868
Ofaveolata259951	K20045
Ofaveolata242553	K16809
Ofaveolata258434	K08495
Ofaveolata245774	K04205
Ofaveolata263248	K11423
Ofaveolata267783	K07512
Ofaveolata268163	K04598
Ofaveolata248020	K01902
Ofaveolata262044	K00604
Ofaveolata269385	K15255
Ofaveolata258834	K01077
Ofaveolata258850	K10703
Ofaveolata247477	K20399
Ofaveolata241658	K18259
Ofaveolata215854	K02917
Ofaveolata268028	K11492
Ofaveolata263694	K17046
Ofaveolata251944	K24646
Ofaveolata267499	K01689
Ofaveolata268536	K20405
Ofaveolata248948	K03386
Ofaveolata265545	K14399
Ofaveolata259241	K02599
Ofaveolata267624	K00942
Ofaveolata266951	K12857
Ofaveolata260265	K20362
Ofaveolata233944	K05463
Ofaveolata267637	K17728
Ofaveolata234182	K18192
Ofaveolata177733	K12820
Ofaveolata263419	K20168
Ofaveolata248996	K09396
Ofaveolata258292	K01578
Ofaveolata266118	K12389
Ofaveolata163513	K23847
